Xiphosaur,"0, Beginner Effort, 0, Shield, 6, Dig, 11, Toppler, 16, Hunker, 21, Forward Pass, 26, Careful Shot, 30, Drum, 34, Cook, 37, Lay Trap, 41, Counter, 46, Exhaust","Steamer, Comeback, Desperate Force, Grit, Pipe, Tough Front, Nettle, Body Ready, Torch Pass, Shake Off"
Psylusc,"0, Practice Shot, 5, Mind Read, 12, Telekinesis, 14, Cold Calculation, 19, Chill Out, 22, Teleport, 26, Heartbreaker, 31, Shield, 35, Meditate, 39, Rainbow, 43, Tactical Pass, 48, Perfect Shot","Heat Up, Tracker, Prepared Attack, Jammer, Provoke, Lock Target, Tough Front, Cover, Precision Strike, Exhaust, Fall Back, Nerve Strike, Freezeray, Reign"
Conjarr,"0, Beginner Effort, 0, Feint, 6, Net Rush, 10, Toppler, 15, Dispel, 22, Mark, 26, Eruption, 31, Staredown, 36, Chant, 41, Cut Shot, 45, Dreadful Mist, 49, Soliloquy","High Slam, Jammer, Kneebender, Confident Pass, Set, Stinky, Mighty Yell, Jeer, Upsetting Comment, Intimidate, Clear Field, Shield, Frazzle, Provoke, Trait Dance, Mind Read, Flight, Cook, True Strike, Hum, Tornadoball, Distraction"
Skibble,"0, Body Ready, 0, Basic Hit, 6, Dig, 9, Shield, 13, Breaker, 17, Shove, 21, Quick Breath, 24, Rocket, 29, Hunker, 35, Tough Front, 38, Thump, 42, Distraction","Bump, High Slam, Stomp, Tracker, Lure Shot, Ricochet, Cold Calculation, Prepared Attack, Forward Pass, Deep Breath, Feint, Provoke, Flex, Exhaust, Pump Up, Menace, Shake Off"
Skorock,"0, Body Ready, 0, Basic Hit, 9, Dig, 12, Shield, 16, Breaker, 20, Shove, 24, Quick Breath, 27, Rocket, 32, Hunker, 38, Tough Front, 41, Thump, 45, Distraction","Bump, High Slam, Stomp, Tracker, Lure Shot, Ricochet, Cold Calculation, Prepared Attack, Forward Pass, Deep Breath, Feint, Provoke, Flex, Exhaust, Pump Up, Menace, Shake Off"
Boldlur,"0, Rumble, 0, Basic Hit, 12, Dig, 15, Shield, 19, Breaker, 23, Shove, 27, Quick Breath, 30, Rocket, 35, Hunker, 41, Tough Front, 44, Thump, 48, Distraction","Bump, High Slam, Stomp, Tracker, Lure Shot, Ricochet, Cold Calculation, Prepared Attack, Forward Pass, Deep Breath, Feint, Provoke, Flex, Body Ready, Exhaust, Pump Up, Menace, Shake Off, Boom"
Milimine,"0, Basic Hit, 0, Dig, 6, Sidewinder, 10, Rumble, 15, Demolish, 21, Clear Field, 26, Shield, 32, Thump, 36, Mark, 40, High Slam, 44, Overpower","Breaker, Rocket, Lock Target, Jeer, Exhaust, Patience, Mind Read, Heart Harden, Frazzle, Forward Pass"
Demolipede,"0, Basic Hit, 0, Dig, 10, Sidewinder, 14, Rumble, 19, Demolish, 25, Clear Field, 30, Shield, 36, Thump, 40, Mark, 44, High Slam, 48, Overpower","Breaker, Rocket, Lock Target, Jeer, Exhaust, Patience, Mind Read, Heart Harden, Frazzle, Forward Pass, Dive"
Trat,"0, Bump, 0, Clear Field, 5, Reach Shot, 8, Quick Tag, 11, Goo-Goo Eyes, 13, Cornershot, 19, Dispel, 23, Grinder, 28, Trait Dance, 33, Reposition, 38, Sweep, 42, Whistle, 45, Tool","Basic Hit, Power Sap, Freezeray, Juggle, Set, Forward Pass, Cover, Pipe, Dig, Lay Trap, Build, Exhaust, Frazzle, Distraction, Shield, Heat Up, Steal, Demolish, Echo Strike, Tough Front, Fortify"
Punkchirp,"0, Practice Shot, 0, Tactical Pass, 8, Breaker, 14, Tough Front, 19, Snipe, 24, Assess, 29, Heartbreaker, 33, Lay Trap, 38, Sweep, 42, Shield, 46, Spike","Call Out, High Five, Relaxed Hit, Power Sap, Cold Calculation, Deep Breath, Quick Breath, Pierce, Pressure, Trait Dance, Steal, Net Rush, Echo Strike, Chant, Tracker, True Strike, Daring Pass, Pipe, Rally, Lock Target, Kick"
Magpike,"0, Practice Shot, 0, Tactical Pass, 12, Breaker, 18, Tough Front, 23, Snipe, 28, Assess, 33, Heartbreaker, 37, Lay Trap, 42, Sweep, 46, Shield, 50, Spike","Call Out, High Five, Relaxed Hit, Power Sap, Cold Calculation, Deep Breath, Quick Breath, Pierce, Pressure, Trait Dance, Steal, Net Rush, Echo Strike, Chant, Tracker, True Strike, Daring Pass, Pipe, Rally, Lock Target, Kick"
Calcroach,"0, Practice Shot, 0, Tactical Pass, 7, Mind Read, 11, Mindfield, 16, Lay Trap, 21, Cold Calculation, 26, Overthink, 30, Meditate, 35, Prepared Attack, 40, Hawkeye, 45, Tool","Tracker, Floater, Rainbow, Energized, Cover, Call Out, Exhaust, Mark, Shield, Telekinesis, Assess, Dispel, Stinger"
Debugly,"0, Practice Shot, 0, Tactical Pass, 11, Mind Read, 15, Mindfield, 20, Lay Trap, 25, Cold Calculation, 30, Overthink, 34, Meditate, 39, Prepared Attack, 44, Hawkeye, 49, Tool","Tracker, Floater, Rainbow, Energized, Cover, Call Out, Exhaust, Mark, Shield, Telekinesis, Assess, Dispel, Stinger"
Beelb,"0, Basic Hit, 0, Exhaust, 6, Energized, 10, Refresh, 14, Zinger, 18, Quick Breath, 23, Hunker, 26, Power Sap, 30, Deep Breath, 34, Thunder, 39, High Five, 43, Tough Front, 48, Vigor Beam","Relaxed Hit, Overpower, Net Rush, Goo-Goo Eyes, Fall Back, Shield, Frazzle, Shake Off, Body Ready"
Jellibat,"0, Beginner Effort, 0, Goo-Goo Eyes, 8, Exhaust, 13, Careful Shot, 17, Refresh, 20, Dive, 24, Power Sap, 29, Calming Aura, 33, Bring the Heat, 37, Quick Tag, 41, Scream","Relentless, Thriller, Raw Fury, High Slam, Daring Pass, Set, Forward Pass, Call Out, Battle Cry, Shield, High Five, Steal, Flight, Cook, Swarm, Whistle, Squeeze"
Froofulks,"0, Beginner Effort, 0, Goo-Goo Eyes, 12, Exhaust, 17, Careful Shot, 21, Refresh, 24, Dive, 28, Power Sap, 33, Calming Aura, 37, Bring the Heat, 41, Quick Tag, 45, Scream","Relentless, Thriller, Raw Fury, High Slam, Daring Pass, Set, Forward Pass, Call Out, Battle Cry, Shield, High Five, Steal, Flight, Cook, Swarm, Whistle, Squeeze, Torch Pass, Burnout"
Bindiva,"0, Practice Shot, 0, Dig, 7, Jeer, 12, Pierce, 17, Steal, 23, Heartbreaker, 28, Intimidate, 32, Catwalk, 35, Roll Shot, 40, Provoke, 47, Dump","Lure Shot, Sneak Attack, Tool, High Slam, Quick Set, Exhaust, Hawkeye, Shield, Dramatic Exit, Distraction, Echo Strike, Clear Field, Wink"
Gremlur,"0, Trickspin, 0, Jeer, 7, Copycat, 13, Floater, 18, Steal, 24, Mindfield, 29, Provoke, 33, Heartbreaker, 38, Frazzle, 45, Hawkeye, 49, Rainbow","Shield, Cover, Tool, Slice, Forward Pass, Call Out, Deep Breath, Lock Target, Lay Trap, Dreadful Mist, Fall Back, Stinger, Catwalk, Reign, Goo-Goo Eyes"
Opposur,"0, Basic Hit, 0, Jeer, 7, Toppler, 11, Stinky, 16, Kick, 21, Dig, 25, Raw Fury, 29, Thump, 33, Tough Front, 39, Challenge, 45, Mighty Yell, 49, Contest","Zinger, Finisher, Muscle Memory, Relentless, Comeback, Grit, Counter, Net Rush, Provoke, Steal, Intimidate, Staredown, Shield, Exhaust, Flex, Pump Up, Shake Off, Vigor Beam, Wall, Daring Pass"
Blitzwift,"0, Basic Hit, 0, Feint, 5, Whistle, 9, Swarm, 12, Pump Up, 16, Teleport, 20, Flight, 24, Dive, 29, Distraction, 33, Launch, 37, High Five, 43, Slide, 49, Quick Set","Energized, Bump, Finisher, Rocket, High Slam, Spike, Jammer, Counter, Thriller, Net Rush, Cover, Refresh, Updraft, Confident Pass, Whoosh, Mark, Reposition, Hawkeye, Role Reverse, Shield, Quick Tag, Fall Back"
Proteos,"0, Practice Shot, 0, Exhaust, 5, Chill Out, 9, Relaxed Hit, 12, Precision Strike, 16, Deep Breath, 21, Stinger, 26, Patience, 32, Power Sap, 36, Menace, 41, Rainbow, 46, Meditate, 51, Vigor Beam","Shield, Assess, Cover, Spike, High Slam, Prepared Attack, Mindfield, Tactical Pass, Stretch, Telekinesis, Cyclone, Fall Back, Rocket, Ego Blast, True Strike, Squeeze"
Hydrolm,"0, Practice Shot, 0, Exhaust, 8, Chill Out, 12, Relaxed Hit, 15, Precision Strike, 19, Deep Breath, 24, Stinger, 29, Patience, 35, Power Sap, 39, Menace, 44, Rainbow, 49, Meditate, 54, Vigor Beam","Shield, Assess, Cover, Spike, High Slam, Prepared Attack, Mindfield, Tactical Pass, Stretch, Telekinesis, Cyclone, Fall Back, Rocket, Ego Blast, True Strike, Squeeze"
Druppa,"0, Steamer, 0, Exhaust, 7, Cook, 14, Heat Up, 19, Shield, 24, Eruption, 29, Pipe, 34, Reign, 38, Heat Wave, 42, Whistle, 45, Clear Field, 50, Burnout","Relentless, Bring the Heat, Explosive Spirit, Challenge, Floater, Pressure, Excited Pass, Updraft, Blaze, Hunker, Tough Front, Patience, Intimidate, Spitball, Dreadful Mist, Hum"
Scauldra,"0, Steamer, 0, Exhaust, 10, Cook, 17, Heat Up, 22, Shield, 27, Eruption, 32, Pipe, 37, Reign, 41, Heat Wave, 45, Whistle, 48, Clear Field, 53, Burnout","Relentless, Bring the Heat, Explosive Spirit, Challenge, Floater, Pressure, Excited Pass, Updraft, Blaze, Hunker, Tough Front, Patience, Intimidate, Spitball, Dreadful Mist, Hum"
Humflit,"0, Beginner Effort, 0, Exhaust, 8, Hum, 12, Relaxed Hit, 17, Raw Fury, 22, Dramatic Exit, 25, Muscle Memory, 29, Net Rush, 33, Comeback, 37, Heat Up, 41, Tough Front","Daring Pass, Forward Pass, Cheer, Heart Harden, Energized, Boom, Shield, Swarm"
Heliath,"0, Beginner Effort, 0, Rally, 13, Hum, 17, Relaxed Hit, 21, Dramatic Exit, 27, Raw Fury, 30, Muscle Memory, 34, Net Rush, 39, Comeback, 44, Thriller, 48, Heat Wave, 53, Turnabout","Daring Pass, Forward Pass, Cheer, Heart Harden, Energized, Boom, Tough Front, Shield, Exhaust, Heat Up, Swarm, Eruption, Cook"
Lunaptra,"0, Beginner Effort, 0, Dreadful Mist, 13, Hum, 17, Relaxed Hit, 21, Dramatic Exit, 27, Raw Fury, 30, Muscle Memory, 34, Net Rush, 39, Comeback, 44, Power Sap, 48, Spike, 53, Torch Pass","Daring Pass, Forward Pass, Cheer, Heart Harden, Energized, Boom, Tough Front, Shield, Exhaust, Heat Up, Swarm, Dive, Confident Pass, Kick"
Deluja,"0, Zinger, 0, Chill Out, 7, Relaxed Hit, 12, Exhaust, 17, Refresh, 21, True Strike, 26, Patience, 32, Thunder, 36, Hawkeye, 41, Cyclone, 47, Hyperspike","Energized, Nice Shot, High Slam, Updraft, Calming Aura, Whoosh, Clear Field, Staredown, Heat Up, Shield, Shake Off, Boom, Demolish, Wall"
Yamyth,"0, Breaker, 0, Body Ready, 11, Boom, 17, Flex, 23, Shield, 27, Thump, 33, Exhaust, 37, Overpower, 43, Explosive Spirit, 46, Blaze, 50, Ultimate Attack","Pipe, Hyperspike, Turnabout, Supercommit, Stinky, Call Out, Patience, Grit, Cover, Mark, Rumble, Demolish, Thrash, Wall, Menace, Reign"
Pladion,"0, Cornershot, 0, Mind Read, 8, Heat Up, 13, Tracker, 16, Intimidate, 22, Lay Trap, 28, Nerve Strike, 34, Mark, 40, Snipe, 44, Assess, 50, Ricochet","Practice Shot, Freezeray, Floater, Stinger, Dump, Tactical Pass, Cover, Pipe, Forward Pass, Meditate, Telekinesis, Overthink, Lock Target, Smack, Shield, Staredown, Frazzle, Pierce, Echo Strike, Zigzag"
Duggout,"0, Pepshot, 0, Dig, 5, Forward Pass, 10, Grit, 13, Raw Fury, 17, Quick Breath, 23, Build, 27, Bring the Heat, 32, Call Out, 36, Shield, 40, Supercommit, 46, Hawkeye","Quick Set, Calming Aura, Floater, Desperate Force, Precision Strike, Refresh, Chant, Whistle, Torch Pass, Goo-Goo Eyes, Set, Cook, Lure Shot, Squeeze, Share Snack, Fortify, Counter"
Mascurry,"0, Cheer, 0, Basic Hit, 7, Drum, 13, Set, 19, Kneebender, 24, Chant, 29, Stomp, 34, High Five, 41, Pump Up, 48, Vigor Beam","Introduce, Updraft, Reach Shot, Thunder, Relaxed Hit, Whistle, Whoosh, Juggle, Rally, Shield, Dispel, Excited Pass, Swarm"
Diabloceras,"0, Pepshot, 0, Gloom, 10, Mimic, 14, Spitball, 17, Jammer, 23, Pump Up, 28, Energized, 34, Dramatic Exit, 37, Rainbow, 43, Overpower, 48, Trait Dance, 52, Contest","Shield, Prepared Attack, Hyperspike, Perfect Shot, Excited Pass, Forward Pass, Hawkeye, Goo-Goo Eyes, Cyclone, Mark, Exhaust, Call Out, Overthink, Distraction, Kneebender, Steamer, Rally, Thriller, Juggle, Heart Harden, Cook, Passion Strike, Challenge, Reign"
Maraptor,"0, Practice Shot, 0, Net Rush, 11, Relaxed Hit, 17, Tough Front, 22, Pressure, 27, Lock Target, 32, Heartbreaker, 35, Shield, 41, Stomp, 45, Tool, 49, Spike","Call Out, High Five, Power Sap, Cold Calculation, Breaker, Tactical Pass, Assess, Deep Breath, Quick Breath, Pierce, Lay Trap, Trait Dance, Steal, Snipe, Echo Strike, Chant, Tracker, True Strike, Sweep, Daring Pass, Pipe, Rally, Kick, Pump Up"
Shloom,"0, Careful Shot, 0, Rumble, 5, Exhaust, 9, Calming Aura, 12, Boom, 17, Shield, 20, Mark, 25, High Slam, 31, Clear Field, 36, Sneak Attack, 40, Forward Pass, 44, Torch Pass, 48, Ultimate Attack","Lure Shot, Breaker, Relaxed Hit, Power Sap, Dig, Pipe, Refresh, Hunker, Tough Front, Call Out, Chill Out, Heat Up, Toppler, Demolish, Snipe, Drum, Bounce, Vigor Beam, Mighty Yell, Stomp, Rally, Bring the Heat, Jammer, Cut Shot, Provoke, High Five, Contest, Lay Trap, Tracker, Dump, Distraction, Sting, Trickspin, Slice, Stinger, Sweep, Feint, Dreadful Mist, Relentless, Menace"
